Q0045	MT-CO1
YDR247W	CAMK2B
YDR247W	CAMK2D
YDR247W	CAMK2G
YDR247W	CAMK4
YDR247W	CAMKK2
YDR247W	CDC42BPA
YDR247W	CDC42BPB
YDR247W	CDC42BPG
YDR247W	CDC7
YDR247W	CDK1
YDR247W	CDK11A
YDR247W	CDK11B
YDR247W	CDK16
YDR247W	CDK17
YDR247W	CDK18
YDR247W	CDK2
YDR247W	CDK3
YDR247W	CDK4
YDR247W	CDK6
YDR247W	CDK7
YDR247W	CDK9
YDR247W	CDKL1
YDR247W	CDKL5
YDR247W	CHUK
YDR247W	CLK2
YDR247W	CLK3
YDR247W	CSK
YDR247W	CSNK1A1
YDR247W	CSNK1D
YDR247W	CSNK1E
YDR247W	CSNK1G2
YDR247W	CSNK2A1
YDR247W	DAPK1
YDR247W	DAPK2
YDR247W	DAPK3
YDR247W	DCLK1
YDR247W	DMPK
YDR247W	DYRK1A
YDR247W	DYRK1B
YDR247W	DYRK2
YDR247W	DYRK3
YDR247W	DYRK4
YDR247W	EIF2AK2
YDR247W	EIF2AK3
YDR247W	EIF2AK4
YDR247W	EPHB2
YDR247W	ERBB2
YDR247W	ERN1
YDR247W	ERN2
YDR247W	FER
YDR247W	FES
YDR247W	FGFR1
YDR247W	FGR
YDR247W	FRK
YDR247W	FYN
YDR247W	GSG2
YDR247W	GSK3A
YDR247W	GSK3B
YDR247W	HCK
YDR247W	HIPK3
YDR247W	ICK
YDR247W	IGF1R
YDR247W	IKBKB
YDR247W	IKBKE
YDR247W	ILK
YDR247W	IRAK1
YDR247W	IRAK2
YDR247W	IRAK3
YDR247W	JAK1
YDR247W	JAK2
YDR247W	JAK3
YDR247W	KALRN
YDR247W	KSR1
YDR247W	LATS1
YDR247W	LATS2
YDR247W	LCK
YDR247W	LIMK1
YDR247W	LMTK2
YDR247W	LTK
YDR247W	LYN
YDR247W	MAK
YDR247W	MAP2K2
YDR247W	MAP3K1
YDR247W	MAP3K11
YDR247W	MAP3K12
YDR247W	MAP3K13
YDR247W	MAP3K2
YDR247W	MAP3K6
YDR247W	MAP3K8
YDR247W	MAP3K9
YDR247W	MAP4K1
YDR247W	MAP4K2
YDR247W	MAP4K3
YDR247W	MAP4K4
YDR247W	MAP4K5
YDR247W	MAPK3
YDR247W	MAPK4
YDR247W	MAPK6
YDR247W	MAPKAPK2
YDR247W	MARK1
YDR247W	MARK2
YDR247W	MARK4
YDR247W	MAST1
YDR247W	MAST2
YDR247W	MATK
YDR247W	MERTK
YDR247W	MINK1
YDR247W	MKNK1
YDR247W	MKNK2
YDR247W	MLK4
YDR247W	MLTK
YDR247W	MOK
YDR247W	MST4
YDR247W	MYLK
YDR247W	MYLK3
YDR247W	NEK11
YDR247W	NEK2
YDR247W	NEK3
YDR247W	NEK4
YDR247W	NEK6
YDR247W	NEK7
YDR247W	NLK
YDR247W	NTRK1
YDR247W	NUAK2
YDR247W	OXSR1
YDR247W	PAK1
YDR247W	PAK2
YDR247W	PASK
YDR247W	PBK
YDR247W	PDPK1
YDR247W	PHKG2
YDR247W	PIK3R4
YDR247W	PIM1
YDR247W	PIM2
YDR247W	PIM3
YDR247W	PINK1
YDR247W	PKMYT1
YDR247W	PKN1
YDR247W	PKN2
YDR247W	PKN3
YDR247W	PLK1
YDR247W	PLK2
YDR247W	PLK3
YDR247W	PLK4
YDR247W	PRKAA1
YDR247W	PRKAA2
YDR247W	PRKACA
YDR247W	PRKACB
YDR247W	PRKCA
YDR247W	PRKCB
YDR247W	PRKCD
YDR247W	PRKCE
YDR247W	PRKCG
YDR247W	PRKCH
YDR247W	PRKCI
YDR247W	PRKCQ
YDR247W	PRKCZ
YDR247W	PRKD2
YDR247W	PRKD3
YDR247W	PRKG1
YDR247W	PRKG2
YDR247W	PRPF4B
YDR247W	PSKH1
YDR247W	PTK2B
YDR247W	PTK6
YDR247W	RAF1
YDR247W	RET
YDR247W	RNASEL
YDR247W	ROCK1
YDR247W	ROCK2
YDR247W	ROS1
YDR247W	RPS6KA4
YDR247W	RPS6KA5
YDR247W	RPS6KB1
YDR247W	SCYL3
YDR247W	SGK1
YDR247W	SGK2
YDR247W	SGK3
YDR247W	SIK1
YDR247W	SIK2
YDR247W	SIK3
YDR247W	SNRK
YDR247W	SRPK1
YDR247W	SRPK2
YDR247W	SRPK3
YDR247W	STK10
YDR247W	STK11
YDR247W	STK17A
YDR247W	STK17B
YDR247W	STK24
YDR247W	STK3
YDR247W	STK36
YDR247W	STK38
YDR247W	STK38L
YDR247W	STK39
YDR247W	STK4
YDR247W	SYK
YDR247W	TAOK1
YDR247W	TAOK3
YDR247W	TEC
YDR247W	TESK2
YDR247W	TGFBR1
YDR247W	TGFBR2
YDR247W	TLK1
YDR247W	TLK2
YDR247W	TNIK
YDR247W	TNK1
YDR247W	TNNI3K
YDR247W	TP53RK
YDR247W	TRIB3
YDR247W	TSSK1B
YDR247W	TSSK2
YDR247W	TSSK3
YDR247W	TSSK4
YDR247W	TSSK6
YDR247W	TXK
YDR247W	TYK2
YDR247W	ULK1
YDR247W	VRK1
YDR247W	VRK2
YDR247W	WEE1
YDR247W	WNK1
YDR247W	WNK2
YDR247W	WNK3
YDR247W	WNK4
YDR247W	ZAP70
YDR256C	CAT
YDR257C	SMYD5
YDR258C	CLPX
YDR258C	LONP1
YDR258C	RUVBL2
YDR259C	ATF4
YDR259C	CEBPA
YDR259C	CREB1
YDR259C	CREB3
YDR259C	CREB3L4
YDR259C	CREM
YDR259C	FOS
YDR259C	JUN
YDR259C	JUNB
YDR259C	JUND
YDR259C	NFE2L2
YDR259C	TEF
YDR263C	ASTE1
YDR263C	ERCC5
YDR263C	EXO1
YDR263C	FEN1
YDR263C	GEN1
YDR265W	PEX10
YDR265W	PEX12
YDR265W	PEX2
YDR267C	CDRT1
YDR267C	CIRH1A
YDR267C	DCAF12L1
YDR267C	LRBA
YDR267C	STRN4
YDR267C	TBL2
YDR267C	TLE4
YDR267C	WDFY1
YDR267C	WDR36
YDR267C	WDR46
YDR267C	WDR55
YDR267C	WDR59
YDR267C	WDR74
YDR267C	WSB1
YDR268W	WARS
YDR268W	WARS2
YDR270W	ATP7B
YDR270W	CCS
YDR280W	PNPT1
YDR283C	AAK1
YDR283C	ACVR1
YDR283C	ACVR1B
YDR283C	ACVR1C
YDR283C	ACVRL1
YDR283C	AKT1
YDR283C	AKT3
YDR283C	ARAF
YDR283C	AURKA
YDR283C	AURKC
YDR283C	BMPR1A
YDR283C	BMPR1B
YDR283C	BMX
YDR283C	BRAF
YDR283C	BRSK1
YDR283C	BRSK2
YDR283C	BTK
YDR283C	CAMK1
YDR283C	CAMK2A
YDR283C	CAMK2B
YDR283C	CAMK2D
YDR283C	CAMK2G
YDR283C	CAMK4
YDR283C	CAMKK2
YDR283C	CDC42BPA
YDR283C	CDC42BPB
YDR283C	CDC42BPG
YDR283C	CDK11A
YDR283C	CDK11B
YDR283C	CDK16
YDR283C	CDK17
YDR283C	CDK18
YDR283C	CDK4
YDR283C	CDK6
YDR283C	CDK9
YDR283C	CDKL1
YDR283C	CDKL5
YDR283C	CHUK
YDR283C	CLK2
YDR283C	CLK3
YDR283C	CSK
YDR283C	CSNK1A1
YDR283C	CSNK1D
YDR283C	CSNK1E
YDR283C	CSNK1G2
YDR283C	CSNK2A1
YDR283C	DAPK1
YDR283C	DAPK2
YDR283C	DAPK3
YDR283C	DCLK1
YDR283C	DMPK
YDR283C	DYRK1A
YDR283C	DYRK1B
YDR283C	DYRK2
YDR283C	DYRK3
YDR283C	DYRK4
YDR283C	EIF2AK2
YDR283C	EIF2AK3
YDR283C	EIF2AK4
YDR283C	EPHB2
YDR283C	ERBB2
YDR283C	ERN1
YDR283C	ERN2
YDR283C	FER
YDR283C	FES
YDR283C	FGFR1
YDR283C	FGR
YDR283C	FRK
YDR283C	FYN
YDR283C	GSG2
YDR283C	GSK3A
YDR283C	GSK3B
YDR283C	HCK
YDR283C	HIPK3
YDR283C	ICK
YDR283C	IGF1R
YDR283C	IKBKB
YDR283C	IKBKE
YDR283C	ILK
YDR283C	IMPACT
YDR283C	IRAK1
YDR283C	IRAK2
YDR283C	IRAK3
YDR283C	JAK1
YDR283C	JAK2
YDR283C	JAK3
YDR283C	KALRN
YDR283C	KSR1
YDR283C	LATS1
YDR283C	LATS2
YDR283C	LCK
YDR283C	LIMK1
YDR283C	LMTK2
YDR283C	LTK
YDR283C	LYN
YDR283C	MAK
YDR283C	MAP2K2
YDR283C	MAP3K1
YDR283C	MAP3K11
YDR283C	MAP3K12
YDR283C	MAP3K13
YDR283C	MAP3K2
YDR283C	MAP3K6
YDR283C	MAP3K8
YDR283C	MAP3K9
YDR283C	MAP4K1
YDR283C	MAP4K2
YDR283C	MAP4K3
YDR283C	MAP4K4
YDR283C	MAP4K5
YDR283C	MAPK3
YDR283C	MAPK4
YDR283C	MAPK6
YDR283C	MAPKAPK2
YDR283C	MARK1
YDR283C	MARK2
YDR283C	MARK4
YDR283C	MAST1
YDR283C	MAST2
YDR283C	MATK
YDR283C	MERTK
YDR283C	MINK1
YDR283C	MKNK1
YDR283C	MKNK2
YDR283C	MLK4
YDR283C	MLTK
YDR283C	MOK
YDR283C	MST4
YDR283C	MYLK
YDR283C	MYLK3
YDR283C	NEK11
YDR283C	NEK2
YDR283C	NEK3
YDR283C	NEK4
YDR283C	NEK6
YDR283C	NEK7
YDR283C	NLK
YDR283C	NTRK1
YDR283C	NUAK2
YDR283C	OXSR1
YDR283C	PAK1
YDR283C	PAK2
YDR283C	PASK
YDR283C	PBK
YDR283C	PDPK1
YDR283C	PHKG2
YDR283C	PIK3R4
YDR283C	PIM1
YDR283C	PIM2
YDR283C	PIM3
YDR283C	PINK1
YDR283C	PKN1
YDR283C	PKN2
YDR283C	PKN3
YDR283C	PLK1
YDR283C	PLK2
YDR283C	PLK3
YDR283C	PLK4
YDR283C	PRKAA1
YDR283C	PRKAA2
YDR283C	PRKACA
YDR283C	PRKACB
YDR283C	PRKCA
YDR283C	PRKCB
YDR283C	PRKCD
YDR283C	PRKCE
YDR283C	PRKCG
YDR283C	PRKCH
YDR283C	PRKCI
YDR283C	PRKCQ
YDR283C	PRKCZ
YDR283C	PRKD2
YDR283C	PRKD3
YDR283C	PRKG1
YDR283C	PRKG2
YDR283C	PRPF4B
YDR283C	PSKH1
YDR283C	PTK2B
YDR283C	PTK6
YDR283C	RAF1
YDR283C	RET
YDR283C	RNASEL
YDR283C	ROCK1
YDR283C	ROCK2
YDR283C	ROS1
YDR283C	RPS6KA4
YDR283C	RPS6KA5
YDR283C	RPS6KB1
YDR283C	SCYL3
YDR283C	SGK1
YDR283C	SGK2
YDR283C	SGK3
YDR283C	SIK1
YDR283C	SIK2
YDR283C	SIK3
YDR283C	SNRK
YDR283C	SRPK1
YDR283C	SRPK2
YDR283C	SRPK3
YDR283C	STK10
YDR283C	STK11
YDR283C	STK17A
YDR283C	STK17B
YDR283C	STK24
YDR283C	STK3
YDR283C	STK36
YDR283C	STK38
YDR283C	STK38L
YDR283C	STK39
YDR283C	STK4
YDR283C	SYK
YDR283C	TAOK1
YDR283C	TAOK3
YDR283C	TEC
YDR283C	TESK2
YDR283C	TGFBR1
YDR283C	TGFBR2
YDR283C	TLK1
YDR283C	TLK2
YDR283C	TNIK
YDR283C	TNK1
YDR283C	TNNI3K
YDR283C	TP53RK
YDR283C	TRIB3
YDR283C	TSSK1B
YDR283C	TSSK2
YDR283C	TSSK3
YDR283C	TSSK4
YDR283C	TSSK6
YDR283C	TXK
YDR283C	TYK2
YDR283C	ULK1
YDR283C	VRK1
YDR283C	VRK2
YDR283C	WNK1
YDR283C	WNK2
YDR283C	WNK3
YDR283C	WNK4
YDR283C	ZAP70
YDR284C	PPAP2A
YDR284C	PPAP2B
YDR284C	PPAP2C
YDR284C	SGMS1
YDR284C	SGMS2
YDR284C	SGPP1
YDR284C	SGPP2
YDR287W	IMPA1
YDR287W	IMPA2
YDR288W	NDNL2
YDR291W	TDRD12
YDR292C	SRP54
YDR292C	SRPR
YDR294C	SGPL1
YDR295C	CHD3
YDR295C	CHD4
YDR295C	CHD5
YDR297W	FA2H
YDR298C	ATP5O
YDR300C	ALDH18A1
YDR300C	DKC1
YDR301W	CPSF1
YDR302W	PIGF
YDR309C	CDC42EP1
YDR309C	CDC42EP4
YDR309C	CDC42EP5
YDR311W	GTF2H1
YDR312W	BRIX1
YDR314C	XPC
YDR318W	CENPO
YDR323C	EEA1
YDR324C	BOP1
YDR326C	GRAMD4
YDR328C	SKP1
YDR329C	PEX3
YDR331W	PIGK
YDR332W	SBNO1
YDR334W	CHD1
YDR334W	CHD1L
YDR334W	CHD6
YDR334W	INO80
YDR334W	SMARCA1
YDR334W	SMARCA2
YDR334W	SMARCA4
YDR334W	SMARCA5
YDR334W	SMARCAD1
YDR336W	GNL2
YDR337W	MRPS15
YDR337W	RPS13
YDR341C	DALRD3
YDR341C	RARS
YDR341C	RARS2
YDR342C	SLC2A1
YDR342C	SLC2A2
YDR342C	SLC2A3
YDR342C	SLC2A4
YDR342C	SLC2A5
YDR343C	SLC2A1
YDR343C	SLC2A2
YDR343C	SLC2A3
YDR343C	SLC2A4
YDR343C	SLC2A5
YDR345C	SLC2A1
YDR345C	SLC2A2
YDR345C	SLC2A3
YDR345C	SLC2A4
YDR345C	SLC2A5
YDR353W	ETFDH
YDR358W	AP2A1
YDR369C	NBN
YDR369C	RNF8
YDR378C	LSM2
YDR378C	LSM3
YDR378C	LSM7
YDR378C	NAA38
YDR378C	SNRPB
YDR378C	SNRPD1
YDR378C	SNRPD2
YDR378C	SNRPD3
YDR378C	SNRPE
YDR378C	SNRPF
YDR378C	SNRPG
YDR379W	ABR
YDR379W	ARAP1
YDR379W	ARAP2
YDR379W	ARAP3
YDR379W	ARHGAP1
YDR379W	ARHGAP10
YDR379W	ARHGAP11A
YDR379W	ARHGAP11B
YDR379W	ARHGAP12
YDR379W	ARHGAP15
YDR379W	ARHGAP17
YDR379W	ARHGAP18
YDR379W	ARHGAP19
YDR379W	ARHGAP20
YDR379W	ARHGAP22
YDR379W	ARHGAP24
YDR379W	ARHGAP25
YDR379W	ARHGAP26
YDR379W	ARHGAP28
YDR379W	ARHGAP29
YDR379W	ARHGAP30
YDR379W	ARHGAP31
YDR379W	ARHGAP32
YDR379W	ARHGAP35
YDR379W	ARHGAP36
YDR379W	ARHGAP39
YDR379W	ARHGAP4
YDR379W	ARHGAP40
YDR379W	ARHGAP44
YDR379W	ARHGAP5
YDR379W	ARHGAP6
YDR379W	ARHGAP8
YDR379W	ARHGAP9
YDR379W	BCR
YDR379W	CHN1
YDR379W	CHN2
YDR379W	DEPDC1B
YDR379W	DLC1
YDR379W	FAM13A
YDR379W	FAM13B
YDR379W	GMIP
YDR379W	HMHA1
YDR379W	INPP5B
YDR379W	MYO9A
YDR379W	MYO9B
YDR379W	OCRL
YDR379W	OPHN1
YDR379W	PDLIM3
YDR379W	PIK3R2
YDR379W	RACGAP1
YDR379W	RALBP1
YDR379W	SRGAP1
YDR379W	SRGAP2
YDR379W	SRGAP3
YDR379W	STARD13
YDR379W	STARD8
YDR379W	SYDE1
YDR379W	SYDE2
YDR379W	TAGAP
YDR381W	ALYREF
YDR381W	NCBP2
YDR381W	RBM8A
YDR381W	RNPS1
YDR381W	SRSF1
YDR381W	SRSF10
YDR381W	SRSF11
YDR381W	SRSF2
YDR381W	SRSF3
YDR381W	SRSF4
YDR381W	SRSF5
YDR381W	SRSF6
YDR381W	SRSF7
YDR381W	SRSF9
YDR381W	U2AF1
YDR381W	U2AF2
YDR382W	RPLP0
YDR382W	RPLP1
YDR382W	RPLP2
YDR385W	EEF1A1
YDR385W	EEF2
YDR385W	EEFSEC
YDR385W	TUFM
YDR386W	EME1
YDR386W	EME2
YDR386W	ERCC4
YDR386W	MUS81
YDR388W	ABL1
YDR388W	AHI1
YDR388W	AMPH
YDR388W	BIN1
YDR388W	DBNL
YDR388W	FNBP1
YDR388W	ITSN1
YDR388W	ITSN2
YDR388W	KALRN
YDR388W	MAPK8IP1
YDR388W	MYO1E
YDR388W	NOSTRIN
YDR388W	PACSIN1
YDR388W	PACSIN2
YDR388W	PACSIN3
YDR388W	SH3BP4
YDR388W	SH3GL1
YDR388W	SH3GL3
YDR388W	SH3KBP1
YDR388W	SNX18
YDR388W	TRIP10
YDR389W	ABR
YDR389W	ARAP1
YDR389W	ARAP2
YDR389W	ARAP3
YDR389W	ARHGAP1
YDR389W	ARHGAP10
YDR389W	ARHGAP11A
YDR389W	ARHGAP11B
YDR389W	ARHGAP12
YDR389W	ARHGAP15
YDR389W	ARHGAP17
YDR389W	ARHGAP18
YDR389W	ARHGAP19
YDR389W	ARHGAP20
YDR389W	ARHGAP22
YDR389W	ARHGAP24
YDR389W	ARHGAP25
YDR389W	ARHGAP26
YDR389W	ARHGAP28
YDR389W	ARHGAP29
YDR389W	ARHGAP30
YDR389W	ARHGAP31
YDR389W	ARHGAP32
YDR389W	ARHGAP35
YDR389W	ARHGAP36
YDR389W	ARHGAP39
YDR389W	ARHGAP4
YDR389W	ARHGAP40
YDR389W	ARHGAP44
YDR389W	ARHGAP5
YDR389W	ARHGAP6
YDR389W	ARHGAP8
YDR389W	ARHGAP9
YDR389W	BCR
YDR389W	CHN1
YDR389W	CHN2
YDR389W	DEPDC1B
YDR389W	DLC1
YDR389W	FAM13A
YDR389W	FAM13B
YDR389W	GMIP
YDR389W	HMHA1
YDR389W	INPP5B
YDR389W	MYO9A
YDR389W	MYO9B
YDR389W	OCRL
YDR389W	OPHN1
YDR389W	PIK3R2
YDR389W	RACGAP1
YDR389W	RALBP1
YDR389W	SRGAP1
YDR389W	SRGAP2
YDR389W	SRGAP3
YDR389W	STARD13
YDR389W	STARD8
YDR389W	SYDE1
YDR389W	SYDE2
YDR389W	TAGAP
YDR390C	SAE1
YDR390C	UBA2
YDR394W	PSMC2
YDR394W	PSMC6
YDR394W	VCP
YDR395W	KPNB1
YDR397C	DR1
YDR397C	DRAP1
YDR399W	HPRT1
YDR404C	POLR2G
YDR405W	MRPL23
YDR405W	RPL23A
YDR406W	ABCA10
YDR406W	ABCA13
YDR406W	ABCA2
YDR406W	ABCA3
YDR406W	ABCA4
YDR406W	ABCA6
YDR406W	ABCA8
YDR406W	ABCA9
YDR406W	ABCB1
YDR406W	ABCB10
YDR406W	ABCB11
YDR406W	ABCB4
YDR406W	ABCB6
YDR406W	ABCB7
YDR406W	ABCB8
YDR406W	ABCC1
YDR406W	ABCC2
YDR406W	ABCC3
YDR406W	ABCC5
YDR406W	ABCC6
YDR406W	ABCD1
YDR406W	ABCD3
YDR406W	ABCD4
YDR406W	ABCF2
YDR406W	ABCG1
YDR406W	ABCG2
YDR406W	CFTR
YDR408C	GART
YDR409W	PIAS1
YDR409W	PIAS2
YDR409W	PIAS3
YDR409W	PIAS4
YDR411C	DERL1
YDR411C	DERL2
YDR411C	DERL3
YDR418W	MRPL11
YDR418W	RPL12
YDR419W	POLH
YDR419W	POLI
YDR419W	POLK
YDR419W	REV1
YDR422C	PRKAB1
YDR422C	PRKAB2
YDR423C	ATF4
YDR423C	CEBPA
YDR423C	CREB1
YDR423C	CREB3
YDR423C	CREB3L4
YDR423C	CREM
YDR423C	FOS
YDR423C	JUN
YDR423C	JUNB
YDR423C	JUND
YDR423C	NFE2L2
YDR423C	TEF
YDR424C	DNAL4
YDR424C	DYNLL1
YDR424C	DYNLL2
YDR425W	SNX6
YDR427W	PSMD11
YDR428C	LYPLAL1
YDR429C	EIF3B
YDR429C	EIF3G
YDR429C	EIF4B
YDR429C	EIF4H
YDR429C	PABPC1
YDR430C	IDE
YDR430C	NRD1
YDR430C	PITRM1
YDR430C	PMPCA
YDR430C	PMPCB
YDR430C	UQCRC2
YDR432W	ALYREF
YDR432W	NCBP2
YDR432W	RBM8A
YDR432W	RNPS1
YDR432W	SRSF1
YDR432W	SRSF10
YDR432W	SRSF11
YDR432W	SRSF2
YDR432W	SRSF3
YDR432W	SRSF4
YDR432W	SRSF5
YDR432W	SRSF6
YDR432W	SRSF7
YDR432W	SRSF9
YDR432W	U2AF1
YDR432W	U2AF2
YDR434W	PIGS
YDR435C	LCMT1
YDR438W	SLC35F2
YDR447C	RPS17
YDR447C	RPS17L
YDR448W	CREBBP
YDR448W	DNAJC2
YDR448W	NCOR1
YDR450W	RPS18
YDR451C	ALX1
YDR451C	BARX2
YDR451C	CDX2
YDR451C	CDX4
YDR451C	CUX1
YDR451C	DLX1
YDR451C	DLX2
YDR451C	DMBX1
YDR451C	GSC
YDR451C	HHEX
YDR451C	HNF1A
YDR451C	HNF1B
YDR451C	HOPX
YDR451C	HOXA2
YDR451C	HOXA7
YDR451C	HOXB3
YDR451C	HOXB4
YDR451C	HOXC8
YDR451C	HOXD8
YDR451C	ISL1
YDR451C	MEIS2
YDR451C	MKX
YDR451C	MSX1
YDR451C	MSX2
YDR451C	NKX2-1
YDR451C	NKX2-5
YDR451C	NKX6-1
YDR451C	NKX6-2
YDR451C	PAX3
YDR451C	PAX4
YDR451C	PDX1
YDR451C	PITX2
YDR451C	POU1F1
YDR451C	POU4F1
YDR451C	POU4F2
YDR451C	PROP1
YDR451C	PRRX1
YDR451C	SATB1
YDR451C	SATB2
YDR451C	SHOX2
YDR451C	SIX1
YDR451C	TGIF1
YDR451C	TGIF2
YDR451C	VAX1
YDR451C	VAX2
YDR451C	ZEB1
YDR451C	ZFHX3
YDR451C	ZHX1
YDR451C	ZHX2
YDR451C	ZHX3
YDR453C	GPX7
YDR453C	GPX8
YDR453C	PRDX2
YDR453C	PRDX3
YDR453C	PRDX5
YDR453C	PRDX6
YDR457W	G2E3
YDR457W	HUWE1
YDR457W	NEDD4
YDR457W	SMURF1
YDR457W	UBE3C
YDR457W	UBR5
YDR460W	MNAT1
YDR463W	BCL11A
YDR463W	BCL11B
YDR463W	EGR1
YDR463W	EGR2
YDR463W	GLIS2
YDR463W	IKZF1
YDR463W	IKZF2
YDR463W	KLF12
YDR463W	KLF13
YDR463W	KLF15
YDR463W	KLF2
YDR463W	KLF4
YDR463W	MAZ
YDR463W	MECOM
YDR463W	OSR1
YDR463W	OSR2
YDR463W	PLAGL1
YDR463W	PRDM9
YDR463W	SALL1
YDR463W	SALL4
YDR463W	SP1
YDR463W	SP7
YDR463W	WT1
YDR463W	ZBTB38
YDR463W	ZEB1
YDR463W	ZIC3
YDR463W	ZNF148
YDR463W	ZNF384
YDR468C	STX6
YDR468C	STX8
YDR471W	RPL27
YDR472W	TRAPPC3
YDR473C	PRPF3
YDR477W	AAK1
YDR477W	ABL1
YDR477W	ABL2
YDR477W	ACVR1
YDR477W	ACVR1B
YDR477W	ACVR1C
YDR477W	ACVR2B
YDR477W	ACVRL1
YDR477W	ADRBK1
YDR477W	ADRBK2
YDR477W	AKT1
YDR477W	AKT2
YDR477W	AKT3
YDR477W	ALK
YDR477W	AMHR2
YDR477W	ARAF
YDR477W	AURKA
YDR477W	AURKC
YDR477W	AXL
YDR477W	BMPR1A
YDR477W	BMPR1B
YDR477W	BMX
YDR477W	BRAF
YDR477W	BRSK1
YDR477W	BRSK2
YDR477W	BTK
YDR477W	CAMK1
YDR477W	CAMK2A
YDR477W	CAMK2B
YDR477W	CAMK2D
YDR477W	CAMK2G
YDR477W	CAMK4
YDR477W	CAMKK2
YDR477W	CASK
YDR477W	CDC42BPA
YDR477W	CDC42BPB
YDR477W	CDC42BPG
YDR477W	CDK11A
YDR477W	CDK11B
YDR477W	CDK16
YDR477W	CDK17
YDR477W	CDK18
YDR477W	CDK4
YDR477W	CDK6
YDR477W	CDK9
YDR477W	CDKL1
YDR477W	CDKL2
YDR477W	CDKL5
YDR477W	CHUK
YDR477W	CLK2
YDR477W	CLK3
YDR477W	CSF1R
YDR477W	CSK
YDR477W	CSNK1A1
YDR477W	CSNK1D
YDR477W	CSNK1E
YDR477W	CSNK1G2
YDR477W	CSNK1G3
YDR477W	CSNK2A1
YDR477W	DAPK1
YDR477W	DAPK2
YDR477W	DAPK3
YDR477W	DCLK1
YDR477W	DDR1
YDR477W	DDR2
YDR477W	DMPK
YDR477W	DYRK1A
YDR477W	DYRK1B
YDR477W	DYRK2
YDR477W	DYRK3
YDR477W	DYRK4
YDR477W	EGFR
YDR477W	EIF2AK2
YDR477W	EIF2AK3
YDR477W	EIF2AK4
YDR477W	EPHA2
YDR477W	EPHA3
YDR477W	EPHA4
YDR477W	EPHA8
YDR477W	EPHB2
YDR477W	EPHB4
YDR477W	ERBB2
YDR477W	ERBB3
YDR477W	ERBB4
YDR477W	ERN1
YDR477W	ERN2
YDR477W	FER
YDR477W	FES
YDR477W	FGFR1
YDR477W	FGR
YDR477W	FRK
YDR477W	FYN
YDR477W	GRK4
YDR477W	GRK5
YDR477W	GRK6
YDR477W	GRK7
YDR477W	GSG2
YDR477W	GSK3A
YDR477W	GSK3B
YDR477W	HCK
YDR477W	HIPK3
YDR477W	HUNK
YDR477W	ICK
YDR477W	IGF1R
YDR477W	IKBKB
YDR477W	IKBKE
YDR477W	ILK
YDR477W	IRAK1
YDR477W	IRAK2
YDR477W	IRAK3
YDR477W	ITK
YDR477W	JAK1
YDR477W	JAK2
YDR477W	JAK3
YDR477W	KALRN
YDR477W	KIT
YDR477W	KSR1
YDR477W	LATS1
YDR477W	LATS2
YDR477W	LCK
YDR477W	LIMK1
YDR477W	LMTK2
YDR477W	LTK
YDR477W	LYN
YDR477W	MAK
YDR477W	MAP2K1
YDR477W	MAP2K2
YDR477W	MAP2K3
YDR477W	MAP2K4
YDR477W	MAP2K5
YDR477W	MAP2K6
YDR477W	MAP2K7
YDR477W	MAP3K1
YDR477W	MAP3K10
YDR477W	MAP3K11
YDR477W	MAP3K12
YDR477W	MAP3K13
YDR477W	MAP3K2
YDR477W	MAP3K6
YDR477W	MAP3K8
YDR477W	MAP3K9
YDR477W	MAP4K1
YDR477W	MAP4K2
YDR477W	MAP4K3
YDR477W	MAP4K4
YDR477W	MAP4K5
YDR477W	MAPK1
YDR477W	MAPK10
YDR477W	MAPK11
YDR477W	MAPK12
YDR477W	MAPK14
YDR477W	MAPK3
YDR477W	MAPK4
YDR477W	MAPK6
YDR477W	MAPK7
YDR477W	MAPKAPK2
YDR477W	MAPKAPK3
YDR477W	MAPKAPK5
YDR477W	MARK1
YDR477W	MARK2
YDR477W	MARK4
YDR477W	MAST1
YDR477W	MAST2
YDR477W	MATK
YDR477W	MERTK
YDR477W	MET
YDR477W	MINK1
YDR477W	MKNK1
YDR477W	MKNK2
YDR477W	MLK4
YDR477W	MLTK
YDR477W	MOK
YDR477W	MST1R
YDR477W	MST4
YDR477W	MYLK
YDR477W	MYLK3
YDR477W	NEK11
YDR477W	NEK2
YDR477W	NEK3
YDR477W	NEK4
YDR477W	NEK6
YDR477W	NEK7
YDR477W	NLK
YDR477W	NPR2
YDR477W	NTRK1
YDR477W	NUAK1
YDR477W	NUAK2
YDR477W	OXSR1
YDR477W	PAK1
YDR477W	PAK2
YDR477W	PAK4
YDR477W	PAK7
YDR477W	PASK
YDR477W	PBK
YDR477W	PDGFRB
YDR477W	PDPK1
YDR477W	PHKG2
YDR477W	PIK3R4
YDR477W	PIM1
YDR477W	PIM2
YDR477W	PIM3
YDR477W	PINK1
YDR477W	PKN1
YDR477W	PKN2
YDR477W	PKN3
YDR477W	PLK1
YDR477W	PLK2
YDR477W	PLK3
YDR477W	PLK4
YDR477W	PRKAA1
YDR477W	PRKAA2
YDR477W	PRKACA
YDR477W	PRKACB
YDR477W	PRKACG
YDR477W	PRKCA
YDR477W	PRKCB
YDR477W	PRKCD
YDR477W	PRKCE
YDR477W	PRKCG
YDR477W	PRKCH
YDR477W	PRKCI
YDR477W	PRKCQ
