Chromosome	Start	End
chr2	69132186	69135362
chr2	69137804	69141616
chr2	69147295	69149717
chr2	69199983	69202261
chr2	69202261	69208302
chr2	69221004	69223620
chr2	69261756	69266804
chr2	69292224	69297283
chr2	69312339	69313633
chr2	69341019	69344397
chr2	69373958	69379969
chr2	69521831	69524593
chr2	69942920	69949316
chr2	70558085	70564002
chr2	70576997	70580161
chr2	70611399	70616130
chr2	70649775	70651406
chr2	70695562	70699159
chr2	70729253	70738152
chr2	70752874	70756291
chr2	70768922	70771521
chr2	70817894	70823521
chr2	70829978	70833018
chr2	70836266	70844368
chr2	70938472	70941813
chr2	70943418	70944565
chr2	70949978	70951575
chr2	70957107	70962399
chr2	71023432	71029020
chr2	71058906	71062648
chr2	71163750	71167025
chr2	71200171	71203077
chr2	71264791	71269846
chr2	71377745	71381652
chr2	71703364	71707172
chr2	71710153	71714061
chr2	71733003	71734954
chr2	71820928	71826077
chr2	71826077	71830689
chr2	71861553	71865568
chr2	72010416	72014603
chr2	72032935	72035021
chr2	72093666	72096377
chr2	72101123	72102703
chr2	72155152	72158005
chr2	72187212	72191662
chr2	72266189	72270951
chr2	72385492	72389334
chr2	73354371	73357605
chr2	73539603	73542685
chr2	74114397	74119662
chr2	74120424	74122953
chr2	74139629	74143212
chr2	74319113	74325705
chr2	74478834	74481223
chr2	74520720	74525058
chr2	74927197	74928301
chr2	74956490	74960055
chr2	74963202	74967478
chr2	74969190	74972244
chr2	75034144	75037843
chr2	75071761	75075255
chr2	75093981	75099477
chr2	75120525	75123052
chr2	75162209	75165780
chr2	75287819	75293747
chr2	75339998	75341586
chr2	75381312	75384361
chr2	75391045	75392979
chr2	75452466	75456779
chr2	75463183	75468463
chr2	75468987	75471703
chr2	75488829	75492974
chr2	75629478	75630833
chr2	75654625	75658780
chr2	75677534	75681414
chr2	75705619	75710692
chr2	75775779	75780751
chr2	75813258	75815249
chr2	76002339	76003775
chr2	76103884	76106807
chr2	76180788	76182837
chr2	76236142	76240635
chr2	76308359	76309489
chr2	76378981	76385277
chr2	76400441	76402645
chr2	76615043	76619579
chr2	76711973	76714567
chr2	76753058	76755875
chr2	76889411	76892232
chr2	76940274	76943205
chr2	76943205	76945005
chr2	76948081	76949315
chr2	76972715	76973949
chr2	76973949	76976705
chr2	76987388	76990480
chr2	77016245	77018329
chr2	77072341	77074773
chr2	77162367	77166644
chr2	77233822	77235523
chr2	77377167	77379196
chr2	77421635	77423912
chr2	77479252	77481335
chr2	77495073	77496711
chr2	77536918	77541047
chr2	77553370	77555906
chr2	77584897	77588425
chr2	77591945	77596215
chr2	77633888	77643205
chr2	77662678	77666733
chr2	77730954	77734232
chr2	77784466	77787803
chr2	77878835	77881803
chr2	77919015	77921422
chr2	78003316	78006805
chr2	78059591	78065404
chr2	78078216	78080257
chr2	78092893	78094035
chr2	78100878	78102968
chr2	78128802	78130703
chr2	78143180	78147431
chr2	78255463	78259923
chr2	78317532	78320049
chr2	78321095	78325476
chr2	78343344	78345640
chr2	78382878	78385817
chr2	78403733	78409539
chr2	78652327	78654537
chr2	78752270	78754821
chr2	78770911	78773136
chr2	78841214	78842428
chr2	78862701	78865714
chr2	79051057	79055423
chr2	79090327	79092510
chr2	79149565	79151818
chr2	79179619	79184465
chr2	79218859	79224687
chr2	79226351	79228150
chr2	79267090	79268965
chr2	79297019	79299277
chr2	79359874	79364601
chr2	79401014	79404926
chr2	79451961	79454562
chr2	79506514	79509022
chr2	79538971	79540272
chr2	79554080	79556993
chr2	79593790	79602539
chr2	79622914	79624988
chr2	79632061	79633418
chr2	79651831	79652928
chr2	79720299	79726421
chr2	79854651	79856515
chr2	79878664	79882996
chr2	79888869	79890866
chr2	79899475	79902900
chr2	79932237	79934600
chr2	79937900	79941860
chr2	79961419	79963574
chr2	79965864	79968172
chr2	79973898	79978566
chr2	79992915	79996566
chr2	80010840	80013231
chr2	80075547	80079637
chr2	80087527	80092547
chr2	80104953	80109651
chr2	80124525	80128310
chr2	80133473	80137641
chr2	80144920	80149815
chr2	80184211	80186107
chr2	80190889	80194065
chr2	80199477	80204329
chr2	80219920	80223268
chr2	80224923	80230127
chr2	80242710	80247351
chr2	80253686	80257332
chr2	80366249	80375450
chr2	80390284	80392645
chr2	80394680	80399212
chr2	80452731	80454029
chr2	80506144	80511750
chr2	80648211	80653299
chr2	80692624	80695327
chr2	80716608	80721360
chr2	80729295	80733450
chr2	80738508	80741406
chr2	80781006	80786548
chr2	80803373	80805522
chr2	80810739	80812205
chr2	80813199	80816763
chr2	80905246	80909000
chr2	80915630	80924920
chr2	80939735	80941857
chr2	80948036	80951823
chr2	81173202	81176038
chr2	81176175	81182784
chr2	81455252	81457452
chr2	81588482	81593426
chr2	82019808	82021040
chr2	82044483	82046122
chr2	82369382	82374665
chr2	82853925	82859580
chr2	82941825	82944918
chr2	83180271	83181331
chr2	83249357	83251830
chr2	83483454	83485727
chr2	83604057	83607420
chr2	83739454	83742148
chr2	83885131	83886934
chr2	83943602	83946620
chr2	84028470	84030375
chr2	84055402	84057963
chr2	84370288	84374572
chr2	84542924	84547264
chr2	84554692	84557896
chr2	84618851	84620086
chr2	84716198	84717315
chr2	84717315	84719075
chr2	84902235	84906971
chr2	85079032	85083678
chr2	85122615	85124078
chr2	85190591	85192281
chr2	85283750	85287948
chr2	85394611	85400602
chr2	85421911	85422983
chr2	85498968	85503139
chr2	85512675	85518274
chr2	85547963	85549527
chr2	86020665	86028379
chr2	86061393	86066173
chr2	86097701	86099691
chr2	86433591	86439070
chr2	86453919	86455492
chr2	86511868	86512907
chr2	86859904	86863975
chr2	87055249	87058580
chr2	88369798	88373195
chr2	88385128	88388538
chr2	88395546	88398123
chr2	88400005	88402560
chr2	88550275	88555542
chr2	88591175	88597243
chr2	88698273	88700165
chr2	88721248	88722291
chr2	88736523	88738615
chr2	89129064	89133752
chr2	89154067	89156948
chr2	89611820	89612978
chr2	91614291	91617239
chr2	91785535	91790001
chr2	98330218	98336352
chr2	98336433	98339513
chr2	98624110	98629966
chr2	98684999	98686948
chr2	98968225	98972840
chr2	99260030	99263380
chr2	99282005	99286686
chr2	99324850	99327456
chr2	99740175	99742161
chr2	99793590	99795300
chr2	100288103	100291413
chr2	100543061	100547380
chr2	100636757	100639797
chr2	100765692	100767082
chr2	100805273	100806719
chr2	100832656	100833898
chr2	100841235	100842960
chr2	100905513	100907351
chr2	101048150	101050353
chr2	101082062	101083520
chr2	101091534	101093042
chr2	101227977	101231153
chr2	101311036	101312058
chr2	101335813	101340437
chr2	101432710	101434314
chr2	101451063	101452616
chr2	101550987	101555525
chr2	101596624	101599864
chr2	101727814	101730288
chr2	101922773	101926957
chr2	101997738	102003125
chr2	102026547	102035760
chr2	102066005	102067624
chr2	102076446	102080926
chr2	102185739	102187028
chr2	102234608	102238067
chr2	102636759	102642127
chr2	102687382	102690578
chr2	102709066	102711031
chr2	102728716	102733178
chr2	102774015	102778862
chr2	102854054	102855831
chr2	102914214	102917239
chr2	103093243	103095404
chr2	103113763	103114895
chr2	103177565	103180530
chr2	103302367	103308109
chr2	103369505	103370635
chr2	104052401	104057364
chr2	104192887	104195314
chr2	104419934	104421824
chr2	104451549	104452735
chr2	104542886	104545159
chr2	104567514	104572490
chr2	104587351	104590304
chr2	104713670	104717421
chr2	104749104	104753193
chr2	104829359	104832066
chr2	104887564	104889805
chr2	104950103	104953718
chr2	104967860	104969561
chr2	104995800	104998427
chr2	105122762	105125577
chr2	105188775	105190837
chr2	105302657	105305426
chr2	105363267	105366165
chr2	105604735	105609633
chr2	105751750	105754029
chr2	105778430	105782500
chr2	105790810	105796581
chr2	105799792	105802829
chr2	105819884	105821983
chr2	105893857	105894994
chr2	105910194	105911905
chr2	106004846	106009852
chr2	106022822	106027930
chr2	106056757	106061482
chr2	106098320	106102890
chr2	106134585	106136174
chr2	106142714	106146702
chr2	106161139	106163089
chr2	106172001	106173475
chr2	106175739	106180469
chr2	106206282	106211726
chr2	106215633	106218021
chr2	106244673	106247895
chr2	106249480	106251656
chr2	106259024	106261304
chr2	106315235	106317561
chr2	106348510	106353116
chr2	106370908	106376569
chr2	106535966	106541229
chr2	106652514	106654697
chr2	106835495	106837125
chr2	106886189	106891143
chr2	106930993	106932170
chr2	106953124	106954946
chr2	107136457	107141084
chr2	107261144	107262863
chr2	107321659	107326217
chr2	107405155	107408234
chr2	107421536	107424933
chr2	107492058	107493443
chr2	107554490	107558907
chr2	107603011	107604522
chr2	107612359	107614382
chr2	107676769	107678488
chr2	107703767	107706123
chr2	107778931	107782407
chr2	107794909	107796639
chr2	107815867	107817535
chr2	107930457	107936030
chr2	108151661	108157525
chr2	108301670	108303730
chr2	108362136	108366753
chr2	108383603	108388820
chr2	108427822	108429937
chr2	108610145	108612191
chr2	108673140	108674165
chr2	108852343	108854182
chr2	108883774	108886435
chr2	108900509	108906428
chr2	108927096	108930930
chr2	108945804	108949346
chr2	108969836	108971323
chr2	109314410	109319757
chr2	109410638	109414103
chr2	109512428	109513601
chr2	109539774	109543883
chr2	109582922	109584780
chr2	109585248	109586371
chr2	109612273	109616376
chr2	109626157	109629073
chr2	109646304	109651016
chr2	109674439	109678097
chr2	109692989	109697750
chr2	109771373	109772723
chr2	109819519	109821329
chr2	109912680	109921010
chr2	109947484	109948720
chr2	109957681	109959751
chr2	109964431	109968058
chr2	110256377	110258754
chr2	110455303	110459505
chr2	110883729	110886048
chr2	111595489	111597861
chr2	111703734	111706226
chr2	111717072	111721998
chr2	111738371	111740671
chr2	111773488	111775206
chr2	111856057	111859774
chr2	111947467	111954834
chr2	112373169	112377558
chr2	112421509	112423748
chr2	112467197	112469117
chr2	112641256	112645250
chr2	112745481	112747331
chr2	112898848	112901019
chr2	112924973	112930064
chr2	113059151	113063455
chr2	113240183	113244252
chr2	113342682	113346512
chr2	113481439	113485700
chr2	113564966	113568847
chr2	113588302	113591275
chr2	113693825	113698812
chr2	113712783	113718077
chr2	113837840	113840058
chr2	113869977	113873018
chr2	113893308	113895200
chr2	113944460	113949736
chr2	114062391	114066146
chr2	114115374	114117269
chr2	114121844	114127365
chr2	114490570	114491830
chr2	114727572	114730991
chr2	114761888	114766787
chr2	114846282	114851414
chr2	114918680	114920652
chr2	114973619	114977157
chr2	114982416	114984090
chr2	115102381	115105588
chr2	115180881	115185935
chr2	115207897	115209729
chr2	115210573	115214146
chr2	115268217	115272561
chr2	115355707	115358808
chr2	115399962	115404294
chr2	115427200	115430912
chr2	115569101	115571683
chr2	115583048	115588217
chr2	115606248	115607407
chr2	115747719	115753040
chr2	116143719	116145242
chr2	116158409	116164570
chr2	116252609	116254809
chr2	116315123	116316157
chr2	116598546	116602353
chr2	116663515	116665424
chr2	116671775	116675542
chr2	116697624	116700499
chr2	116770618	116771782
chr2	116895770	116897625
chr2	117233556	117235982
chr2	117483063	117485079
chr2	117572920	117575678
chr2	117726105	117733711
chr2	117820200	117822959
chr2	117948498	117951931
chr2	118190082	118194106
chr2	118223350	118224854
chr2	118311033	118316040
chr2	118361921	118368816
chr2	118398502	118400814
chr2	118474817	118479633
chr2	118503753	118504764
chr2	118839017	118841518
chr2	118889229	118893366
chr2	118997398	119000584
chr2	119010026	119013032
chr2	119025830	119029079
chr2	119034617	119039692
chr2	119129839	119134384
chr2	119159147	119163258
chr2	119186289	119190301
chr2	119229772	119231647
chr2	119257159	119260695
chr2	119289605	119292635
chr2	119446085	119450163
chr2	119503929	119505231
chr2	119519511	119522687
chr2	119536407	119538982
chr2	119551748	119553339
chr2	119580473	119583141
chr2	119632447	119637357
chr2	119771017	119775171
chr2	119816228	119817810
chr2	119817810	119823247
chr2	119861575	119864078
chr2	119893601	119895219
chr2	119935342	119938604
chr2	120021917	120025472
chr2	120028544	120031698
chr2	120180978	120185069
chr2	120321817	120326560
chr2	120384190	120388128
chr2	120411247	120414083
chr2	120687517	120690742
chr2	120938084	120939390
chr2	121184216	121187815
chr2	121224353	121229859
chr2	121245735	121247392
chr2	121267484	121271649
chr2	121290640	121293575
chr2	121301541	121304548
chr2	121478431	121483785
chr2	121552558	121554750
chr2	121562218	121567111
chr2	121587896	121589130
chr2	121590687	121595079
chr2	121647802	121654636
chr2	121668817	121672118
chr2	121684663	121688692
chr2	121727842	121732104
chr2	121737934	121741811
chr2	121772672	121776595
chr2	121788164	121790571
chr2	121805547	121807804
chr2	121851287	121853738
chr2	121917773	121923127
chr2	121926338	121930158
chr2	121938362	121940001
chr2	121940942	121944266
chr2	121945947	121949182
chr2	121952714	121954891
chr2	121954891	121959446
chr2	121967252	121972443
chr2	121994464	121997822
chr2	122068098	122069912
chr2	122084428	122090100
chr2	122212997	122214558
chr2	122489831	122492869
chr2	122586275	122590318
chr2	122622516	122625430
chr2	122644566	122647656
chr2	122943468	122947180
chr2	122971252	122973151
chr2	123122558	123124707
chr2	123219486	123224400
chr2	123234578	123237497
chr2	123239402	123244233
chr2	123302106	123304243
chr2	123385193	123387949
chr2	123394899	123396228
chr2	123409733	123412704
chr2	123424999	123428804
chr2	123516267	123519727
chr2	123551464	123556119
chr2	123770152	123773330
chr2	123811129	123814226
chr2	123926564	123928058
chr2	124017826	124019513
chr2	124148057	124152275
chr2	124270390	124275308
chr2	124280908	124285041
chr2	124479731	124484000
chr2	124525045	124530505
chr2	124729605	124733246
chr2	124905952	124910943
chr2	124931139	124933088
chr2	125141538	125144361
chr2	125159948	125163216
chr2	125313750	125317054
chr2	125326869	125331096
chr2	125339398	125341976
chr2	125369353	125371386
chr2	125424880	125428294
chr2	125446588	125448797
chr2	125481755	125484202
chr2	125503474	125509131
chr2	125629232	125630564
chr2	125636900	125640289
chr2	125858376	125859777
chr2	126021552	126029206
chr2	126130606	126132132
chr2	126152836	126159025
chr2	126171277	126174710
chr2	126363407	126364984
chr2	126398388	126401516
chr2	126499686	126502041
chr2	126504190	126508442
chr2	126597413	126602271
chr2	126673797	126679339
chr2	127084470	127085886
chr2	127201754	127203279
chr2	127261917	127265612
chr2	127305007	127310661
chr2	127326875	127329792
chr2	127360427	127363662
chr2	127372728	127375934
chr2	127378658	127382932
chr2	127397268	127400081
chr2	127417098	127421701
chr2	127442249	127443771
chr2	127454870	127456896
chr2	127461414	127463213
chr2	127497422	127500622
chr2	127520973	127528381
chr2	127579805	127582465
chr2	127593168	127595599
chr2	127602851	127604576
chr2	127610131	127614453
chr2	127630688	127633590
chr2	127658266	127662420
chr2	127718969	127723984
chr2	127750462	127753268
chr2	127770555	127773880
chr2	127828941	127830397
chr2	127891926	127897011
chr2	127921720	127924663
chr2	127924981	127928387
chr2	128368235	128372079
chr2	128868195	128872428
chr2	129040160	129045765
chr2	129055476	129056932
chr2	129057947	129059140
chr2	129077966	129081361
chr2	129118315	129126404
chr2	129140084	129145704
chr2	129171305	129172944
chr2	129206950	129211017
chr2	129294941	129299195
chr2	129310915	129313433
chr2	129400652	129405122
chr2	129422523	129424282
chr2	129441341	129446454
chr2	129471655	129476285
chr2	129495491	129500094
chr2	129507166	129509132
chr2	129540328	129543856
chr2	129557510	129562884
chr2	129651105	129654217
chr2	129772710	129777289
chr2	129825832	129829687
chr2	129864132	129866328
chr2	129872946	129875788
chr2	129979590	129983382
chr2	130003800	130005694
chr2	130062954	130066311
chr2	130088717	130092169
chr2	130093424	130098870
chr2	130131739	130133481
chr2	130188829	130191700
chr2	130211900	130212942
chr2	130320802	130323295
chr2	130342073	130344037
chr2	130453231	130456963
chr2	130457993	130460115
chr2	130490453	130494876
chr2	130539214	130544451
chr2	130575124	130576290
chr2	130613747	130617929
chr2	130659897	130661143
chr2	131072104	131074198
chr2	131654456	131657725
chr2	131750902	131756501
chr2	131764089	131769591
chr2	132158259	132161557
chr2	132426916	132432420
chr2	133170098	133173065
chr2	133181649	133183125
chr2	133196059	133198828
chr2	133220650	133222265
chr2	133231758	133233827
chr2	133271657	133273721
chr2	133344676	133348083
chr2	133370014	133375223
chr2	133388142	133392633
chr2	133638721	133641611
chr2	133724381	133728774
chr2	133747646	133749949
chr2	133771549	133774453
chr2	133776904	133778324
chr2	133806508	133809119
chr2	133859680	133863496
chr2	133868937	133872954
chr2	133929269	133934181
chr2	133950661	133952685
chr2	133963827	133966103
chr2	134046273	134051863
chr2	134181178	134185793
chr2	134195810	134198366
chr2	134213061	134217550
chr2	134228810	134230426
chr2	134258048	134262118
chr2	134313298	134315938
chr2	134361034	134363622
chr2	134428952	134431443
chr2	134561011	134562102
chr2	134564875	134568892
chr2	134582140	134584097
chr2	134590183	134592866
chr2	134621925	134624276
chr2	134641739	134645600
chr2	134725755	134728141
chr2	134930733	134935853
chr2	134942798	134945197
chr2	134990233	134996059
chr2	135015347	135018206
chr2	135028858	135035668
chr2	135068656	135071570
chr2	135156788	135160445
chr2	135166791	135171586
chr2	135199030	135203162
chr2	135209154	135217138
chr2	135237274	135240324
chr2	135251826	135254442
chr2	135278207	135283132
chr2	135592546	135595849
chr2	136385683	136389840
chr2	136759664	136761853
chr2	136785353	136789421
chr2	136924156	136926146
chr2	136974257	136976936
chr2	137032170	137035789
chr2	137039784	137044439
chr2	137057966	137059906
chr2	137160503	137164418
chr2	137310025	137314213
chr2	137348398	137352785
chr2	137395787	137400611
chr2	137529993	137533702
chr2	137629019	137630499
chr2	137651359	137652942
chr2	137715927	137717460
chr2	137764620	137768012
chr2	137850816	137857322
chr2	137900235	137901739
chr2	137914843	137917103
chr2	138000226	138004424
chr2	138073305	138075501
chr2	138424180	138428677
chr2	138435526	138443342
chr2	138448951	138451457
chr2	138520089	138525505
chr2	138618343	138622137
chr2	138691201	138698245
chr2	138717751	138721629
chr2	138803797	138805926
chr2	138878215	138883208
chr2	138905278	138907234
chr2	139196940	139200511
chr2	139412850	139415944
chr2	139500621	139504936
chr2	139512134	139516703
chr2	139535035	139539711
chr2	139572761	139574689
chr2	139666791	139671955
chr2	139810489	139814023
chr2	139836688	139838257
chr2	139882144	139887164
chr2	140000414	140003261
chr2	140054197	140056011
chr2	140058282	140061514
chr2	140184045	140188717
chr2	140275143	140277352
chr2	140306032	140311036
chr2	140311965	140317965
chr2	140651329	140653481
chr2	140657911	140659840
chr2	140703459	140706558
chr2	140752290	140753902
chr2	140815272	140817486
chr2	140821849	140824344
chr2	140900604	140904110
chr2	140930254	140933476
chr2	140971134	140974124
chr2	141180816	141183714
chr2	141285736	141287660
chr2	141334402	141337820
chr2	141343643	141348835
chr2	141417289	141420589
chr2	141493657	141495719
chr2	141516445	141522434
chr2	141599025	141605795
chr2	141711256	141713655
chr2	141736072	141737989
chr2	141790694	141796256
chr2	141803155	141806410
chr2	141842764	141845251
chr2	141878501	141882963
chr2	141945852	141949641
chr2	141982132	141986421
chr2	142076607	142082163
chr2	142155107	142158314
chr2	142166561	142172348
chr2	142213716	142220631
chr2	142230943	142232238
chr2	142372298	142375211
chr2	142469781	142471029
chr2	142514657	142519610
chr2	142573312	142577461
chr2	142590861	142594611
chr2	142621982	142626234
chr2	142635131	142636968
chr2	142655013	142656200
chr2	142754787	142760524
chr2	142789866	142794718
chr2	142819607	142822193
chr2	142842902	142844500
chr2	142880752	142882195
chr2	142915736	142917270
chr2	142936941	142939599
chr2	142979313	142982885
chr2	143253540	143258374
chr2	143302459	143305023
chr2	143436591	143438333
chr2	143555425	143560193
chr2	143580316	143583508
chr2	143608473	143612415
chr2	143720706	143726334
chr2	143743012	143745800
chr2	143892139	143894359
chr2	143923917	143926125
chr2	144007986	144012499
chr2	144053301	144056248
chr2	144136853	144142507
chr2	144144267	144146850
chr2	144262757	144266679
chr2	144270623	144273354
chr2	144347994	144349917
chr2	144362349	144364876
chr2	144364876	144368257
chr2	144368257	144371034
chr2	144371034	144372973
chr2	144502039	144505690
chr2	144511229	144515583
chr2	144517069	144520641
chr2	144581010	144583483
chr2	144670354	144675354
chr2	145219688	145223620
chr2	145236142	145241547
chr2	145252729	145255778
chr2	145295362	145297016
chr2	145300895	145305277
chr2	145566934	145568183
chr2	145626553	145631124
chr2	145748771	145756179
chr2	145787469	145793456
chr2	145851991	145856254
chr2	146094331	146097630
chr2	146106518	146111971
chr2	146168905	146172541
chr2	146343428	146346285
chr2	146407196	146411744
chr2	146439945	146444968
chr2	146510181	146513307
chr2	146523231	146527014
chr2	146655997	146660394
chr2	146685657	146691823
chr2	146691855	146697764
chr2	146785403	146788272
chr2	146973689	146975694
chr2	146991818	146997522
chr2	147312129	147315059
chr2	147353195	147356327
chr2	147801834	147804780
chr2	147953161	147958813
chr2	148112872	148116711
chr2	148174697	148178838
chr2	148231817	148235938
chr2	148256235	148260990
chr2	148284394	148286117
chr2	148310480	148312795
chr2	148372764	148374082
chr2	148453732	148455301
chr2	148457312	148460036
chr2	148492345	148495285
chr2	148531200	148534374
chr2	148955452	148961045
chr2	149012835	149014250
chr2	149268503	149271642
chr2	149282510	149285093
chr2	149328360	149330229
chr2	149373233	149376445
chr2	149817441	149821906
chr2	149891845	149894073
chr2	149904907	149906858
chr2	149912550	149916356
chr2	149922663	149925577
chr2	149930489	149935828
chr2	149938538	149941514
chr2	149957384	149960273
chr2	149977233	149986664
chr2	150014150	150016500
chr2	150154147	150159480
chr2	150188932	150194002
chr2	150208984	150211178
chr2	150239802	150242490
chr2	150373254	150378019
chr2	150407982	150411229
chr2	150459870	150462263
chr2	150469201	150471360
chr2	150571366	150576982
chr2	150592070	150597452
chr2	150603224	150606202
chr2	150749187	150753042
chr2	150875902	150878256
chr2	150886421	150888683
chr2	151005266	151011118
chr2	151115206	151118644
chr2	151188117	151192543
chr2	151224579	151227078
chr2	151311200	151317140
chr2	151425550	151429031
chr2	151503343	151504581
chr2	151537652	151540973
chr2	151599332	151609009
chr2	151613569	151616147
chr2	151708654	151711700
chr2	151715322	151717385
chr2	151728859	151732979
chr2	151759490	151762741
chr2	151765447	151767870
chr2	151825296	151827330
chr2	151897745	151902730
chr2	151937800	151942376
chr2	151995742	151998758
chr2	152053947	152055562
chr2	152196642	152201469
chr2	152490458	152492324
chr2	152685880	152690604
chr2	152897670	152899126
chr2	152938172	152943000
chr2	153146109	153149591
chr2	153193427	153198985
chr2	153287902	153296094
chr2	153367873	153371191
chr2	153404391	153408076
chr2	153462347	153467115
chr2	153614359	153619295
chr2	153835173	153837543
chr2	153879551	153885826
chr2	154001711	154003962
chr2	154052591	154055687
chr2	154164261	154168051
chr2	154413478	154415112
chr2	154431111	154435087
chr2	154488753	154494454
chr2	154547852	154553346
chr2	154725568	154731430
chr2	154870163	154872390
chr2	155026455	155028927
chr2	155166873	155171139
chr2	155306885	155315965
chr2	155317944	155323278
chr2	155330994	155334057
chr2	155357943	155358971
chr2	155388999	155392530
chr2	155558442	155561563
chr2	155618090	155622177
chr2	155650124	155652357
chr2	155931227	155933804
chr2	156118877	156120446
chr2	156352771	156355281
chr2	156419493	156422048
chr2	156434288	156435897
chr2	156439491	156442562
chr2	156466506	156469012
chr2	156470270	156473674
chr2	156570190	156571307
chr2	156584446	156592447
chr2	156764213	156766833
chr2	156813584	156814699
chr2	156879371	156885363
chr2	156924881	156928056
chr2	156986318	156991900
chr2	157017978	157019446
chr2	157349937	157355078
chr2	157358052	157359526
chr2	157557948	157559806
chr2	157591153	157596642
chr2	157656883	157659921
chr2	157814354	157815420
chr2	158064475	158067082
chr2	158141079	158145243
chr2	158165540	158169499
chr2	158278245	158283299
chr2	158292303	158298105
chr2	158346570	158352181
chr2	158629065	158633411
chr2	158692221	158697500
chr2	158762708	158770834
chr2	158776413	158781237
chr2	158854859	158856100
chr2	158886797	158890790
chr2	158896100	158900762
chr2	159035714	159037050
chr2	159056075	159059679
chr2	159088963	159092141
chr2	159108812	159111222
chr2	159247730	159250498
chr2	159301819	159306361
chr2	159539517	159542689
chr2	159574478	159578819
chr2	159586721	159591062
chr2	159655103	159660870
chr2	159716122	159718593
chr2	160052731	160057984
chr2	160142785	160148610
chr2	160199986	160204426
chr2	160322468	160324530
chr2	160669892	160673526
chr2	160673526	160676427
chr2	160894210	160896470
chr2	160914156	160915932
chr2	161432066	161435478
chr2	161604844	161607018
chr2	161723719	161725375
chr2	161768312	161770575
chr2	161779958	161785206
chr2	161862231	161865022
chr2	161984465	161985617
chr2	162957256	162962769
chr2	162993491	162997703
chr2	163208893	163213723
chr2	163413085	163416873
chr2	163437291	163438812
chr2	163501250	163505316
chr2	163514750	163520048
chr2	163604529	163609541
chr2	163618036	163625718
chr2	163635592	163639601
chr2	163688086	163689269
chr2	163727477	163731856
chr2	163827849	163829456
chr2	164106998	164109144
chr2	164176018	164178661
chr2	164287017	164290864
chr2	164338607	164343959
chr2	164348579	164351541
chr2	164376800	164377868
chr2	164404621	164408314
chr2	164435125	164444636
chr2	164464056	164468414
chr2	164473753	164477851
chr2	164508234	164517072
chr2	164599522	164602671
chr2	164602671	164607987
chr2	164608434	164611959
chr2	164650940	164654150
chr2	164693991	164699934
chr2	164908052	164909751
chr2	164966590	164967926
chr2	165040140	165041402
chr2	165128655	165133989
chr2	165200324	165203117
chr2	165351955	165357136
chr2	165433597	165438473
chr2	165494297	165497425
chr2	165633761	165635908
chr2	165667643	165670054
chr2	165731846	165737279
chr2	165825401	165831151
chr2	165842239	165846137
chr2	165910545	165912261
chr2	166140020	166144850
chr2	166292514	166295370
chr2	166395907	166399158
chr2	166420599	166422848
chr2	166513062	166515568
chr2	166622405	166625973
chr2	166648792	166653762
chr2	166916043	166918293
chr2	166919976	166922382
chr2	166934964	166941642
chr2	166990047	166997917
chr2	167007115	167011292
chr2	167172578	167176877
chr2	167243437	167248243
chr2	167462716	167464737
chr2	167484877	167490384
chr2	167636784	167639280
chr2	167716444	167719276
chr2	167727209	167729515
chr2	168064190	168068101
chr2	168435958	168439899
chr2	168506686	168511526
chr2	168574523	168577779
chr2	168591826	168597853
chr2	168658098	168659311
chr2	168809673	168813708
chr2	168852821	168857164
chr2	168899808	168901077
chr2	168935412	168940303
chr2	168989343	168990756
chr2	169012258	169013674
chr2	169068729	169071348
chr2	169088773	169089920
chr2	169175746	169183326
chr2	169210824	169212410
chr2	169268330	169270344
chr2	169415773	169419519
chr2	169496652	169498919
chr2	169528465	169531184
chr2	169650284	169654055
chr2	169701638	169705037
chr2	169715610	169717541
chr2	169736298	169738404
chr2	169751533	169754763
chr2	169768899	169771518
chr2	169813396	169817713
chr2	169818302	169823408
chr2	169889108	169892779
chr2	170001654	170003638
chr2	170037070	170040288
chr2	170115588	170117811
chr2	170139639	170143192
chr2	170146913	170151354
chr2	170162219	170164420
chr2	170204800	170208701
chr2	170235371	170239124
chr2	170269138	170273301
chr2	170297339	170300861
chr2	170617941	170623550
chr2	170964822	170970513
chr2	170973262	170978322
chr2	171011439	171017094
chr2	171057173	171060729
chr2	171076374	171079661
chr2	171088262	171092445
chr2	171101509	171105908
chr2	171120854	171125830
chr2	171130789	171135562
chr2	171152585	171155823
chr2	171206479	171210640
chr2	171222398	171224155
chr2	171224155	171225739
chr2	171225739	171230520
chr2	171233990	171240663
chr2	171249391	171252745
chr2	171256079	171261232
chr2	171359268	171361556
chr2	171418358	171422330
chr2	171438247	171442077
chr2	171453105	171456888
chr2	171461871	171465991
chr2	171526128	171531970
chr2	171565376	171567842
chr2	171715133	171719628
chr2	171943820	171946000
chr2	172086127	172091273
chr2	172143822	172148281
chr2	172368120	172370486
chr2	172375457	172381046
chr2	172423295	172424849
chr2	172491256	172495027
chr2	172517228	172520810
chr2	173067107	173073705
chr2	173075418	173078631
chr2	173092081	173096611
chr2	173105554	173108443
chr2	173110045	173115214
chr2	173135354	173139230
chr2	173200846	173205631
chr2	173215091	173216979
chr2	173223982	173228629
chr2	173278794	173283892
chr2	173297206	173299202
chr2	173413478	173416684
chr2	173476037	173478971
chr2	173585237	173590951
chr2	173781255	173785000
chr2	173838954	173842735
chr2	173882350	173887019
chr2	173899153	173903126
